sample_id,domain,dataset,material,physical_group,temperature_value,temperature_unit,temperature_semantics,channel,amplitude_unit,sample_count,dt_s,sampling_rate_hz,time_start_s,time_end_s,duration_s,mean,std,rms,peak_abs,peak_to_peak,energy_mean_square,crest_factor,skewness,kurtosis,zero_crossing_rate,peak_time_s,peak_time_fraction,dominant_frequency_hz,dominant_frequency_fraction,spectral_centroid_hz,spectral_centroid_fraction,spectral_bandwidth_hz,spectral_bandwidth_fraction,acquisition_batch,acquisition_date
wumu/case_0123_T0447p748K,simulation,wumu,wumu,wumu/case_0123_T0447p748K,447.748,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3333,6.000600060006441e-09,166649999.99998775,6.000600060006001e-09,2e-05,1.9993999399939995e-05,-1.890543236154509,18876.597599870496,18876.59769454205,75466.33612070188,148432.61627993366,356325940.5215903,3.997878078554489,0.0002786002367906637,6.317486452596367,0.031512605042016806,4.680468046804681e-06,0.23379351740696283,2499999.999999816,0.03000300030003,2525733.568444385,0.030311834004735323,295987.46799025533,0.0035522048363669616,,
wumu/case_0124_T0448p949K,simulation,wumu,wumu,wumu/case_0124_T0448p949K,448.949,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3333,6.000600060006441e-09,166649999.99998775,6.000600060006001e-09,2e-05,1.9993999399939995e-05,-1.6799064304916114,18877.91226859906,18877.912343344757,75460.65482876409,148439.84407980856,356375574.44300836,3.9972987190698066,0.0002454703389836738,6.317690769243301,0.031512605042016806,4.680468046804681e-06,0.23379351740696283,2499999.999999816,0.03000300030003,2525737.847889902,0.030311885363217373,296109.9359310577,0.003553674598632817,,
wumu/case_0125_T0450p150K,simulation,wumu,wumu,wumu/case_0125_T0450p150K,450.15,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3333,6.000600060006441e-09,166649999.99998775,6.000600060006001e-09,2e-05,1.9993999399939995e-05,-1.4682207838683337,18879.22697896148,18879.227036052598,75453.74810651995,148444.66359004081,356425213.4788193,3.996654522053799,0.00021218314264291707,6.317895392556962,0.031512605042016806,4.680468046804681e-06,0.23379351740696283,2499999.999999816,0.03000300030003,2525741.988628795,0.03031193505705347,296226.9424118459,0.0035550788168240946,,
wumu/case_0126_T0451p351K,simulation,wumu,wumu,wumu/case_0126_T0451p351K,451.351,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3333,6.000600060006441e-09,166649999.99998775,6.000600060006001e-09,2e-05,1.9993999399939995e-05,-1.2555434637401275,18880.54174449165,18880.541786238053,75458.80063359014,148460.2586907383,356474858.1418812,3.996643819225132,0.00017874754520147805,6.318100309359375,0.031512605042016806,4.686468646864687e-06,0.23409363745498202,2499999.999999816,0.03000300030003,2525745.987657957,0.030311983050202728,296338.4323098168,0.0035564168294010034,,
wumu/case_0127_T0452p553K,simulation,wumu,wumu,wumu/case_0127_T0452p553K,452.553,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3332,6.00240096038443e-09,166599999.99999234,6.002400960384154e-09,2e-05,1.9993997599039617e-05,-1.0422433924665753,18881.762813348334,18881.762842113425,75507.33416339592,148486.9642088943,356520968.02581525,3.9989557540139313,0.00014521785589937977,6.318319457937385,0.03152206544581207,4.68187274909964e-06,0.23386370459321523,2499999.999999885,0.030012004801920768,2525749.649052458,0.030321124238326218,296447.36834180955,0.0035587919368766287,,
wumu/case_0128_T0453p754K,simulation,wumu,wumu,wumu/case_0128_T0453p754K,453.754,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3332,6.00240096038443e-09,166599999.99999234,6.002400960384154e-09,2e-05,1.9993997599039617e-05,-0.8277554961404188,18883.077703665575,18883.077721808248,75503.53424181462,148497.64921297523,356570624.247851,3.998476061697022,0.00011151213976586697,6.318524925452935,0.03152206544581207,4.68187274909964e-06,0.23386370459321523,2499999.999999885,0.030012004801920768,2525753.355831352,0.030321168737472606,296547.7636555582,0.003559997162731955,,
wumu/case_0129_T0454p955K,simulation,wumu,wumu,wumu/case_0129_T0454p955K,454.955,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3332,6.00240096038443e-09,166599999.99999234,6.002400960384154e-09,2e-05,1.9993997599039617e-05,-0.612445422100911,18884.392673703565,18884.392683634767,75498.50711662203,148505.92202383545,356620287.02971834,3.9979314337203498,7.768435763057259e-05,6.318730651516646,0.03152206544581207,4.68187274909964e-06,0.23386370459321523,2499999.999999885,0.030012004801920768,2525756.9122976577,0.030321211432146142,296642.540516509,0.0035611349401743412,,
wumu/case_0130_T0456p156K,simulation,wumu,wumu,wumu/case_0130_T0456p156K,456.156,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3332,6.00240096038443e-09,166599999.99999234,6.002400960384154e-09,2e-05,1.9993997599039617e-05,-0.3963692218048771,18885.70773436406,18885.707738523517,75492.25168026403,148511.7807005521,356669956.78492707,3.997321822696278,4.374319185005717e-05,6.318936622831301,0.03152206544581207,4.68187274909964e-06,0.23386370459321523,2499999.999999885,0.030012004801920768,2525760.3159292643,0.030321252292069393,296731.6919841617,0.0035622051858844577,,
wumu/case_0131_T0457p357K,simulation,wumu,wumu,wumu/case_0131_T0457p357K,457.357,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3331,6.004202942059268e-09,166550000.00000483,6.004202942059442e-09,2e-05,1.999399579705794e-05,-0.1799055680783606,18886.929041222676,18886.92904207951,75545.45105934281,148536.3914395523,356716088.64054644,3.999880070022491,9.743723658154311e-06,6.319156781061286,0.03153153153153153,4.683278294806365e-06,0.23393393393393397,2500000.000000072,0.030021014710297205,2525763.2579978127,0.030330390369231335,296803.1275434968,0.003564132423218111,,
wumu/case_0132_T0458p559K,simulation,wumu,wumu,wumu/case_0132_T0458p559K,458.559,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3331,6.004202942059268e-09,166550000.00000483,6.004202942059442e-09,2e-05,1.999399579705794e-05,0.03753409757874846,18888.244301112743,18888.24430115004,75543.53652142601,148550.54129704676,356765772.7799269,3.9995001820696707,-2.4398233764473415e-05,6.319363205593343,0.03123123123123123,4.683278294806365e-06,0.23393393393393397,2500000.000000072,0.030021014710297205,2525766.346116648,0.03033042745261573,296880.80583734147,0.0035650652156989835,,
wumu/case_0133_T0459p760K,simulation,wumu,wumu,wumu/case_0133_T0459p760K,459.76,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3331,6.004202942059268e-09,166550000.00000483,6.004202942059442e-09,2e-05,1.999399579705794e-05,0.25557375044013014,18889.559679220463,18889.559680949405,75540.39305429532,148562.27512303862,356815464.9401494,3.9990552628116416,-5.8627849804911146e-05,6.319569838057154,0.03123123123123123,4.683278294806365e-06,0.23393393393393397,2500000.000000072,0.030021014710297205,2525769.273446061,0.030330462605175478,296952.782735867,0.0035659295435107583,,
wumu/case_0134_T0460p961K,simulation,wumu,wumu,wumu/case_0134_T0460p961K,460.961,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3331,6.004202942059268e-09,166550000.00000483,6.004202942059442e-09,2e-05,1.999399579705794e-05,0.4741590007204304,18890.87518438813,18890.8751903388,75536.01950669996,148571.59091069765,356865165.45695806,3.998545263023637,-9.293671752985908e-05,6.319776666430879,0.03123123123123123,4.683278294806365e-06,0.23393393393393397,2500000.000000072,0.030021014710297205,2525772.0371626373,0.030330495793005875,297019.01613124716,0.0035667249010055664,,
wumu/case_0135_T0462p162K,simulation,wumu,wumu,wumu/case_0135_T0462p162K,462.162,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3331,6.004202942059268e-09,166550000.00000483,6.004202942059442e-09,2e-05,1.999399579705794e-05,0.6932355978669675,18892.190827206126,18892.19083992502,75530.41476187874,148578.48670526114,356914874.73214686,3.9979701349543695,-0.0001273164589781881,6.319983677901985,0.03123123123123123,4.683278294806365e-06,0.23393393393393397,2500000.000000072,0.030021014710297205,2525774.6343808426,0.030330526981456253,297079.44500804495,0.0035674505554852756,,
wumu/case_0136_T0463p363K,simulation,wumu,wumu,wumu/case_0136_T0463p363K,463.363,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3330,6.00600600600589e-09,166500000.00000322,6.006006006006007e-09,2e-05,1.9993993993993997e-05,0.9124015685747284,18893.412660078855,18893.412682109723,75580.6594866055,148598.51684037672,356961042.7765046,4.000370963059164,-0.00016170927901221322,6.320204816660558,0.031240612796635626,4.684684684684685e-06,0.23400420546710723,2500000.0000000484,0.03003003003003003,2525776.8617436215,0.0303396620029258,297136.54004865786,0.0035692076882720973,,
wumu/case_0137_T0464p565K,simulation,wumu,wumu,wumu/case_0137_T0464p565K,464.565,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3330,6.00600600600589e-09,166500000.00000322,6.006006006006007e-09,2e-05,1.9993993993993997e-05,1.1322902083936075,18894.728596964294,18894.728630891248,75579.40364797588,148613.71926441177,357010770.0350215,4.000025886818511,-0.0001962046132774072,6.320412155959656,0.031240612796635626,4.684684684684685e-06,0.23400420546710723,2500000.0000000484,0.03003003003003003,2525779.117193331,0.0303396890954148,297185.0968399697,0.0035697909530326,,
wumu/case_0138_T0465p766K,simulation,wumu,wumu,wumu/case_0138_T0465p766K,465.766,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3330,6.00600600600589e-09,166500000.00000322,6.006006006006007e-09,2e-05,1.9993993993993997e-05,1.3525052439746277,18896.044699286493,18896.04474769002,75576.91601661843,148626.499824312,357060507.1067035,3.9996156352168604,-0.00023074538021958642,6.32061963985915,0.031240612796635626,4.684684684684685e-06,0.23400420546710723,2500000.0000000484,0.03003003003003003,2525781.1980006658,0.0303397140900975,297227.6374067221,0.003570301950831428,,
wumu/case_0139_T0466p967K,simulation,wumu,wumu,wumu/case_0139_T0466p967K,466.967,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3330,6.00600600600589e-09,166500000.00000322,6.006006006006007e-09,2e-05,1.9993993993993997e-05,1.5729916437986824,18897.3609791788,18897.361044645684,75573.1954390054,148636.85651178565,357110254.4516922,3.9991401582718904,-0.00026532308883967236,6.320827255394876,0.031240612796635626,4.684684684684685e-06,0.23400420546710723,2500000.0000000484,0.03003003003003003,2525783.1015739404,0.03033973695584254,297264.076900073,0.00357073966246327,,
wumu/case_0140_T0468p168K,simulation,wumu,wumu,wumu/case_0140_T0468p168K,468.168,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3329,6.007810153199232e-09,166449999.99999797,6.00781015319916e-09,2e-05,1.9993992189846802e-05,1.7933155391870694,18898.583393631456,18898.583478716686,75614.90111702119,148641.57263143285,357156457.5020232,4.001088293319846,-0.0002998756813464118,6.321048947686138,0.03125,4.686091919495345e-06,0.23407451923076925,2499999.9999999697,0.030039050765995796,2525784.5110668344,0.03034886766076137,297281.4375266156,0.0035720208774601293,,
wumu/case_0141_T0469p369K,simulation,wumu,wumu,wumu/case_0141_T0469p369K,469.369,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3329,6.007810153199232e-09,166449999.99999797,6.00781015319916e-09,2e-05,1.9993992189846802e-05,2.0141686699806285,18899.90004211991,18899.90014944522,75615.53679997132,148660.25107117597,357206225.6589995,4.000843189755735,-0.0003345003732441474,6.321256787676282,0.03125,4.686091919495345e-06,0.23407451923076925,2499999.9999999697,0.030039050765995796,2525786.053637405,0.030348886195703643,297305.51164634543,0.0035723101429420132,,
wumu/case_0142_T0470p571K,simulation,wumu,wumu,wumu/case_0142_T0470p571K,470.571,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3329,6.007810153199232e-09,166449999.99999797,6.00781015319916e-09,2e-05,1.9993992189846802e-05,2.2351247982156397,18901.216904264995,18901.21703642005,75614.93903305546,148676.50395491067,357256005.4578556,4.000532816873953,-0.0003691361017256403,6.32146471764271,0.03125,4.686091919495345e-06,0.23407451923076925,2499999.9999999697,0.030039050765995796,2525787.4126515295,0.030348902525101355,297323.31967827585,0.0035725241174920934,,
wumu/case_0143_T0471p772K,simulation,wumu,wumu,wumu/case_0143_T0471p772K,471.772,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3329,6.007810153199232e-09,166449999.99999797,6.00781015319916e-09,2e-05,1.9993992189846802e-05,2.4561264693633467,18902.533977466206,18902.534137036273,75613.10660929352,148690.32913210534,357305796.8018216,4.000157125024978,-0.00040377402209189,6.321672727617663,0.03125,4.686091919495345e-06,0.23407451923076925,2499999.9999999697,0.030039050765995796,2525788.586444131,0.030348916628947575,297334.8271043637,0.003572662386354669,,
wumu/case_0144_T0472p973K,simulation,wumu,wumu,wumu/case_0144_T0472p973K,472.973,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3328,6.009615384615922e-09,166399999.99998513,6.009615384615385e-09,2e-05,1.9993990384615386e-05,2.6767087255003004,18903.757134065658,18903.75732357215,75646.25965971724,148679.70576654054,357352040.9485077,4.001652071855032,-0.00043834795984594655,6.32189476143323,0.03125939284640818,4.6875000000000004e-06,0.23414487526299974,2499999.9999997765,0.03004807692307692,2525789.374139305,0.030358045362253977,297342.7869246511,0.0035738315736139146,,
wumu/case_0145_T0474p174K,simulation,wumu,wumu,wumu/case_0145_T0474p174K,474.174,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3328,6.009615384615922e-09,166399999.99998513,6.009615384615385e-09,2e-05,1.9993990384615386e-05,2.8976230893601778,18905.074663327876,18905.07488539046,75648.79069083327,148701.86759148195,357401856.4222211,4.001507063550086,-0.00047296301742596596,6.322102886172585,0.03125939284640818,4.6875000000000004e-06,0.23414487526299974,2499999.9999997765,0.03004807692307692,2525790.1735859495,0.03035805497098768,297341.6970755351,0.0035738184744658853,,
wumu/case_0146_T0475p375K,simulation,wumu,wumu,wumu/case_0146_T0475p375K,475.375,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3328,6.009615384615922e-09,166399999.99998513,6.009615384615385e-09,2e-05,1.9993990384615386e-05,3.118410922508019,18906.392437135197,18906.39269430976,75650.08664358845,148721.6001649615,357451684.71144956,4.001296697193684,-0.0005075538185576865,6.32231104960079,0.03125939284640818,4.6875000000000004e-06,0.23414487526299974,2499999.9999997765,0.03004807692307692,2525790.7840494085,0.030358062308288872,297334.27880390873,0.003573729312547299,,
wumu/case_0147_T0476p577K,simulation,wumu,wumu,wumu/case_0147_T0476p577K,476.577,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3328,6.009615384615922e-09,166399999.99998513,6.009615384615385e-09,2e-05,1.9993990384615386e-05,3.3390144942125497,18907.71047008503,18907.71076491231,75650.14630142564,148738.90135935112,357501526.36958086,4.001020919032262,-0.0005421114817980252,6.322519238145921,0.03125939284640818,4.6875000000000004e-06,0.23414487526299974,2499999.9999997765,0.03004807692307692,2525791.2047876753,0.030358067365239196,297320.5514698975,0.003573564320551972,,
wumu/case_0148_T0477p778K,simulation,wumu,wumu,wumu/case_0148_T0477p778K,477.778,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3327,6.011421701232589e-09,166349999.99999315,6.0114217012323416e-09,2e-05,1.999398857829877e-05,3.5589433757106685,18908.934536206783,18908.93487112988,75674.73352784956,148749.55746931976,357547817.96063167,4.002062202001106,-0.0005765666612823094,6.32274139519996,0.03126879134095009,4.688908926961226e-06,0.23421527360192418,2499999.999999897,0.03005710850616171,2525791.1198640126,0.030367191101462177,297287.84499170916,0.0035742452057916613,,
wumu/case_0149_T0478p979K,simulation,wumu,wumu,wumu/case_0149_T0478p979K,478.979,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,3327,6.011421701232589e-09,166349999.99999315,6.0114217012323416e-09,2e-05,1.999398857829877e-05,3.7789990621387672,18910.253101729664,18910.253479324656,75679.1636438463,148746.8970181014,357597686.6523103,4.002017409580966,-0.0006110306800157382,6.322949590905307,0.03126879134095009,4.688908926961226e-06,0.23421527360192418,2499999.999999897,0.03005710850616171,2525791.1582979728,0.03036719156354766,297261.537429438,0.003573928914090174,,
